post_id,post_date,time,account,series,ref,media,channels,images,caption,caption_fb,caption_li
car-en-w29a,2027-03-16,11:00,ramonhouses,Carousel EN,w29a,carousel,"ig,fb,li",car-en/w29a/01.jpg|car-en/w29a/02.png|car-en/w29a/03.png|car-en/w29a/04.png|car-en/w29a/05.png|car-en/w29a/06.png|car-en/w29a/07.png|car-en/w29a/08.png,"Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #RealEstateTips #ramonhouses","Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-198,2027-03-16,14:00,growthwealth,Round 2b,Day 198,image,"ig,fb,li",r2b/r2b-day-198.jpg,"🔥 DAY 198
The Power of Positive Leadership
— Jon Gordon

People handle bad news better than they handle being managed around.

📖 Say the difficult thing early and plainly.

Silence gets filled with worse assumptions.

Optimism without honesty reads as spin.

Trust survives bad news. It does not survive surprises.

🔥

#Day198 #Leadership #Communication #Trust #Transparency #Culture #Team","🔥 DAY 198
The Power of Positive Leadership
— Jon Gordon

People handle bad news better than they handle being managed around.

📖 Say the difficult thing early and plainly.

Silence gets filled with worse assumptions.

Optimism without honesty reads as spin.

Trust survives bad news. It does not survive surprises.

🔥

Call or text 778-863-0019.

#Day198 #Leadership #Communication","DAY 198
The Power of Positive Leadership
— Jon Gordon

People handle bad news better than they handle being managed around.

 Say the difficult thing early and plainly.

Silence gets filled with worse assumptions.

Optimism without honesty reads as spin.

Trust survives bad news. It does not survive surprises.

Call or text 778-863-0019."
r2-day-199,2027-03-17,01:00,growthwealth,Round 2,Day 199,image,"ig,fb,li",r2/r2-day-199.jpg,"🔥 DAY 199
Three Cups of Tea
— Greg Mortenson

Ask what they need before you offer what you brought.

📖 The solution you prepared may not be the problem they have.

Local knowledge outranks outside expertise.

Humility opens doors that funding cannot.

Listen twice as long as feels efficient.

**Help that was never asked for is usually help that does not land.**

🔥

#Day199 #Listening #Service #Humility #Impact #Relationships #Leadership","🔥 DAY 199
Three Cups of Tea
— Greg Mortenson

Ask what they need before you offer what you brought.

📖 The solution you prepared may not be the problem they have.

Local knowledge outranks outside expertise.

Humility opens doors that funding cannot.

Listen twice as long as feels efficient.

**Help that was never asked for is usually help that does not land.**

🔥

Call or text 778-863-0019.

#Day199 #Listening #Service","DAY 199
Three Cups of Tea
— Greg Mortenson

Ask what they need before you offer what you brought.

 The solution you prepared may not be the problem they have.

Local knowledge outranks outside expertise.

Humility opens doors that funding cannot.

Listen twice as long as feels efficient.

— *Help that was never asked for is usually help that does not land.**

Call or text 778-863-0019."
car-es-w29a,2027-03-17,11:00,ramonhouses,Carousel ES,w29a,carousel,"ig,fb,li",car-es/w29a/01.jpg|car-es/w29a/02.png|car-es/w29a/03.png|car-es/w29a/04.png|car-es/w29a/05.png|car-es/w29a/06.png|car-es/w29a/07.png|car-es/w29a/08.png,"Tu primer año en un strata

1. Eres dueño del espacio interior
2. Los reglamentos te aplican
3. Las cuotas no son un impuesto
4. Las remodelaciones necesitan aprobación
5. Ve a la asamblea anual
6. Lee las actas

Desliza para ver los 8.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#BienesRaicesBC #FraserValley #Langley #InmobiliariaBC #AgenteEnEspanol #ramonhouses","Tu primer año en un strata

1. Eres dueño del espacio interior
2. Los reglamentos te aplican
3. Las cuotas no son un impuesto
4. Las remodelaciones necesitan aprobación
5. Ve a la asamblea anual
6. Lee las actas

Desliza para ver los 8.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley #Langley","Tu primer año en un strata

1. Eres dueño del espacio interior
2. Los reglamentos te aplican
3. Las cuotas no son un impuesto
4. Las remodelaciones necesitan aprobación
5. Ve a la asamblea anual
6. Lee las actas

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley"
r2b-day-199,2027-03-17,14:00,growthwealth,Round 2b,Day 199,image,"ig,fb,li",r2b/r2b-day-199.jpg,"🔥 DAY 199
Principles of Success
— Jack Canfield

Rehearse the outcome until acting toward it feels ordinary.

📖 Visualisation is preparation, not wishful thinking.

Describe it specifically enough to plan from.

What you rehearse mentally you recognise in reality.

Then do the work. Both halves or neither.

🔥

#Day199 #Visualisation #Goals #Mindset #Preparation #Discipline #Success","🔥 DAY 199
Principles of Success
— Jack Canfield

Rehearse the outcome until acting toward it feels ordinary.

📖 Visualisation is preparation, not wishful thinking.

Describe it specifically enough to plan from.

What you rehearse mentally you recognise in reality.

Then do the work. Both halves or neither.

🔥

Call or text 778-863-0019.

#Day199 #Visualisation #Goals","DAY 199
Principles of Success
— Jack Canfield

Rehearse the outcome until acting toward it feels ordinary.

 Visualisation is preparation, not wishful thinking.

Describe it specifically enough to plan from.

What you rehearse mentally you recognise in reality.

Then do the work. Both halves or neither.

Call or text 778-863-0019."
r2-day-200,2027-03-18,01:00,growthwealth,Round 2,Day 200,image,"ig,fb,li",r2/r2-day-200.jpg,"🔥 DAY 200
The Next Conversation
— Jefferson Fisher

The conversation you keep avoiding is the one that would fix it.

📖 Say the difficult thing calmly and early.

Ask a question instead of making an accusation.

Lower the volume and the other person hears more.

Avoidance is a decision with compounding interest.

**Most conflicts grow in the space where a conversation should have been.**

🔥

#Day200 #Communication #Conflict #Relationships #Leadership #Courage #Clarity","🔥 DAY 200
The Next Conversation
— Jefferson Fisher

The conversation you keep avoiding is the one that would fix it.

📖 Say the difficult thing calmly and early.

Ask a question instead of making an accusation.

Lower the volume and the other person hears more.

Avoidance is a decision with compounding interest.

**Most conflicts grow in the space where a conversation should have been.**

🔥

Call or text 778-863-0019.

#Day200 #Communication #Conflict","DAY 200
The Next Conversation
— Jefferson Fisher

The conversation you keep avoiding is the one that would fix it.

 Say the difficult thing calmly and early.

Ask a question instead of making an accusation.

Lower the volume and the other person hears more.

Avoidance is a decision with compounding interest.

— *Most conflicts grow in the space where a conversation should have been.**

Call or text 778-863-0019."
re-es-day-56,2027-03-18,10:00,ramonhouses,RE Single ES,Day 56,image,"ig,fb,li",re-es/re-es-day-56.jpg,"Conoce tu neto antes de listar

El precio no es lo que te queda

• Saldo hipotecario, más intereses a la fecha de liquidación.
• Penalización por prepago, que varía por banco.
• Comisión, honorarios legales y los ajustes.
• Pide un estado neto primero, no después.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#BienesRaicesBC #FraserValley #Langley #AgenteEnEspanol #ramonhouses","Conoce tu neto antes de listar

El precio no es lo que te queda

• Saldo hipotecario, más intereses a la fecha de liquidación.
• Penalización por prepago, que varía por banco.
• Comisión, honorarios legales y los ajustes.
• Pide un estado neto primero, no después.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley #Langley","Conoce tu neto antes de listar

El precio no es lo que te queda

— Saldo hipotecario, más intereses a la fecha de liquidación.
— Penalización por prepago, que varía por banco.
— Comisión, honorarios legales y los ajustes.
— Pide un estado neto primero, no después.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley"
r2b-day-200,2027-03-18,14:00,growthwealth,Round 2b,Day 200,image,"ig,fb,li",r2b/r2b-day-200.jpg,"🔥 DAY 200
Rich Dad Poor Dad
— Robert T. Kiyosaki

The financial rules are written differently for owners than for earners.

📖 Learn how the structure works before you resent it.

Ignorance of the rules is expensive every year.

Get advice from people who play your game.

You cannot use rules you never bothered to read.

🔥

#Day200 #FinancialLiteracy #Wealth #Ownership #Business #Money #Education","🔥 DAY 200
Rich Dad Poor Dad
— Robert T. Kiyosaki

The financial rules are written differently for owners than for earners.

📖 Learn how the structure works before you resent it.

Ignorance of the rules is expensive every year.

Get advice from people who play your game.

You cannot use rules you never bothered to read.

🔥

Call or text 778-863-0019.

#Day200 #FinancialLiteracy #Wealth","DAY 200
Rich Dad Poor Dad
— Robert T. Kiyosaki

The financial rules are written differently for owners than for earners.

 Learn how the structure works before you resent it.

Ignorance of the rules is expensive every year.

Get advice from people who play your game.

You cannot use rules you never bothered to read.

Call or text 778-863-0019."
r2-day-201,2027-03-19,01:00,growthwealth,Round 2,Day 201,image,"ig,fb,li",r2/r2-day-201.jpg,"🔥 DAY 201
The Monk Who Sold His Ferrari
— Robin Sharma

Ask what you want to be remembered for, then check your calendar.

📖 The diary reveals the priorities the speech hides.

Legacy is built in ordinary weeks.

Contribution outlasts accumulation.

Decide what matters before circumstances decide for you.

**Your schedule is your philosophy, written honestly.**

🔥

#Day201 #Legacy #Purpose #Priorities #Meaning #Reflection #Growth","🔥 DAY 201
The Monk Who Sold His Ferrari
— Robin Sharma

Ask what you want to be remembered for, then check your calendar.

📖 The diary reveals the priorities the speech hides.

Legacy is built in ordinary weeks.

Contribution outlasts accumulation.

Decide what matters before circumstances decide for you.

**Your schedule is your philosophy, written honestly.**

🔥

Call or text 778-863-0019.

#Day201 #Legacy #Purpose","DAY 201
The Monk Who Sold His Ferrari
— Robin Sharma

Ask what you want to be remembered for, then check your calendar.

 The diary reveals the priorities the speech hides.

Legacy is built in ordinary weeks.

Contribution outlasts accumulation.

Decide what matters before circumstances decide for you.

— *Your schedule is your philosophy, written honestly.**

Call or text 778-863-0019."
reel-en-w29a,2027-03-19,11:00,ramonhouses,Reel EN,w29a,reel,"ig,fb,yt",reels/w29a.mp4,"Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #RealEstateTips #ramonhouses","Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","Your first year in a strata

1. You own the airspace
2. The bylaws apply to you
3. Fees are not a tax
4. Renovations need approval
5. Go to the annual general meeting
6. Read the minutes

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-201,2027-03-19,14:00,growthwealth,Round 2b,Day 201,image,"ig,fb,li",r2b/r2b-day-201.jpg,"🔥 DAY 201
The Snowball
— Alice Schroeder

The most valuable input in compounding is the one you cannot buy back.

📖 Ten years earlier beats ten percent better.

Small amounts started young outrun large amounts started late.

The best day was earlier. The second best is today.

Time does the heavy lifting if you let it.

🔥

#Day201 #Compounding #Investing #Time #Wealth #Patience #LongTermThinking","🔥 DAY 201
The Snowball
— Alice Schroeder

The most valuable input in compounding is the one you cannot buy back.

📖 Ten years earlier beats ten percent better.

Small amounts started young outrun large amounts started late.

The best day was earlier. The second best is today.

Time does the heavy lifting if you let it.

🔥

Call or text 778-863-0019.

#Day201 #Compounding #Investing","DAY 201
The Snowball
— Alice Schroeder

The most valuable input in compounding is the one you cannot buy back.

 Ten years earlier beats ten percent better.

Small amounts started young outrun large amounts started late.

The best day was earlier. The second best is today.

Time does the heavy lifting if you let it.

Call or text 778-863-0019.

#Investing"
r2-day-202,2027-03-20,01:00,growthwealth,Round 2,Day 202,image,"ig,fb,li",r2/r2-day-202.jpg,"🔥 DAY 202
The Art of Spending Money
— Morgan Housel

What you spend on says more about you than what you earn.

📖 Buy the thing that removes friction, not the thing that impresses.

Every purchase is a vote for a version of your life.

Lifestyle creep is silent and permanent.

Spending well is a skill, like earning.

**Money is only useful in the form of choices it preserves.**

🔥

#Day202 #Money #Spending #Wealth #Values #Discipline #FinancialFreedom","🔥 DAY 202
The Art of Spending Money
— Morgan Housel

What you spend on says more about you than what you earn.

📖 Buy the thing that removes friction, not the thing that impresses.

Every purchase is a vote for a version of your life.

Lifestyle creep is silent and permanent.

Spending well is a skill, like earning.

**Money is only useful in the form of choices it preserves.**

🔥

Call or text 778-863-0019.

#Day202 #Money #Spending","DAY 202
The Art of Spending Money
— Morgan Housel

What you spend on says more about you than what you earn.

 Buy the thing that removes friction, not the thing that impresses.

Every purchase is a vote for a version of your life.

Lifestyle creep is silent and permanent.

Spending well is a skill, like earning.

— *Money is only useful in the form of choices it preserves.**

Call or text 778-863-0019."
re-en-day-57,2027-03-20,10:00,ramonhouses,RE Single EN,Day 57,image,"ig,fb,li",re-en/re-en-day-57.jpg,"Gross rent is a headline

Net is the business

• Property tax, strata, insurance, vacancy, repairs.
• Management, whether you pay it or perform it.
• What is left is the number that matters.
• Anyone quoting gross yield is skipping the hard part.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #ramonhouses","Gross rent is a headline

Net is the business

• Property tax, strata, insurance, vacancy, repairs.
• Management, whether you pay it or perform it.
• What is left is the number that matters.
• Anyone quoting gross yield is skipping the hard part.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","Gross rent is a headline

Net is the business

— Property tax, strata, insurance, vacancy, repairs.
— Management, whether you pay it or perform it.
— What is left is the number that matters.
— Anyone quoting gross yield is skipping the hard part.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-202,2027-03-20,14:00,growthwealth,Round 2b,Day 202,image,"ig,fb,li",r2b/r2b-day-202.jpg,"🔥 DAY 202
Think and Grow Rich
— Napoleon Hill

General knowledge is cheap. Applied specialised knowledge is not.

📖 Go deep on the thing that pays.

Know where to find what you do not know.

Education without application earns nothing.

Depth is the differentiator once everyone has access.

🔥

#Day202 #Knowledge #Skills #Learning #Success #Focus #Growth","🔥 DAY 202
Think and Grow Rich
— Napoleon Hill

General knowledge is cheap. Applied specialised knowledge is not.

📖 Go deep on the thing that pays.

Know where to find what you do not know.

Education without application earns nothing.

Depth is the differentiator once everyone has access.

🔥

Call or text 778-863-0019.

#Day202 #Knowledge #Skills","DAY 202
Think and Grow Rich
— Napoleon Hill

General knowledge is cheap. Applied specialised knowledge is not.

 Go deep on the thing that pays.

Know where to find what you do not know.

Education without application earns nothing.

Depth is the differentiator once everyone has access.

Call or text 778-863-0019."
r2-day-203,2027-03-21,01:00,growthwealth,Round 2,Day 203,image,"ig,fb,li",r2/r2-day-203.jpg,"🔥 DAY 203
Ninja Selling
— Larry Kendall

The business is in the follow-up, and almost nobody does it.

📖 Most people give up after one attempt.

A note six months later beats a pitch today.

Systematise the contact so it does not rely on mood.

Being remembered is the whole advantage.

**The deal usually goes to whoever was still there.**

🔥

#Day203 #Sales #FollowUp #Consistency #RealEstate #Relationships #Business","🔥 DAY 203
Ninja Selling
— Larry Kendall

The business is in the follow-up, and almost nobody does it.

📖 Most people give up after one attempt.

A note six months later beats a pitch today.

Systematise the contact so it does not rely on mood.

Being remembered is the whole advantage.

**The deal usually goes to whoever was still there.**

🔥

Call or text 778-863-0019.

#Day203 #Sales #FollowUp","DAY 203
Ninja Selling
— Larry Kendall

The business is in the follow-up, and almost nobody does it.

 Most people give up after one attempt.

A note six months later beats a pitch today.

Systematise the contact so it does not rely on mood.

Being remembered is the whole advantage.

— *The deal usually goes to whoever was still there.**

Call or text 778-863-0019.

#RealEstate"
re-es-day-57,2027-03-21,10:00,ramonhouses,RE Single ES,Day 57,image,"ig,fb,li",re-es/re-es-day-57.jpg,"La renta bruta es un titular

El neto es el negocio

• Predial, strata, seguro, vacancia, reparaciones.
• Administración, la pagues o la hagas tú.
• Lo que queda es el número que importa.
• Quien cita rendimiento bruto se salta la parte difícil.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#BienesRaicesBC #FraserValley #Langley #AgenteEnEspanol #ramonhouses","La renta bruta es un titular

El neto es el negocio

• Predial, strata, seguro, vacancia, reparaciones.
• Administración, la pagues o la hagas tú.
• Lo que queda es el número que importa.
• Quien cita rendimiento bruto se salta la parte difícil.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley #Langley","La renta bruta es un titular

El neto es el negocio

— Predial, strata, seguro, vacancia, reparaciones.
— Administración, la pagues o la hagas tú.
— Lo que queda es el número que importa.
— Quien cita rendimiento bruto se salta la parte difícil.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley"
r2b-day-203,2027-03-21,14:00,growthwealth,Round 2b,Day 203,image,"ig,fb,li",r2b/r2b-day-203.jpg,"🔥 DAY 203
Three Cups of Tea
— Greg Mortenson & David Oliver Relin

Scale begins with one relationship taken seriously.

📖 Depth first, then breadth.

The person in front of you is the whole project today.

Reputation travels through people, not campaigns.

Do the small promise exactly as agreed.

🔥

#Day203 #Relationships #Trust #Patience #Impact #Service #Growth","🔥 DAY 203
Three Cups of Tea
— Greg Mortenson & David Oliver Relin

Scale begins with one relationship taken seriously.

📖 Depth first, then breadth.

The person in front of you is the whole project today.

Reputation travels through people, not campaigns.

Do the small promise exactly as agreed.

🔥

Call or text 778-863-0019.

#Day203 #Relationships #Trust","DAY 203
Three Cups of Tea
— Greg Mortenson & David Oliver Relin

Scale begins with one relationship taken seriously.

 Depth first, then breadth.

The person in front of you is the whole project today.

Reputation travels through people, not campaigns.

Do the small promise exactly as agreed.

Call or text 778-863-0019."
r2-day-204,2027-03-22,01:00,growthwealth,Round 2,Day 204,image,"ig,fb,li",r2/r2-day-204.jpg,"🔥 DAY 204
Ultra-Processed People
— Chris van Tulleken

If it was engineered to be irresistible, resisting it is not a character test.

📖 Read what is actually in it.

Whole food is boring and it works.

Convenience is priced somewhere.

Blame the design before you blame yourself.

**You are not failing at willpower. You are competing with a laboratory.**

🔥

#Day204 #Health #Nutrition #Awareness #Food #Wellness #Discipline","🔥 DAY 204
Ultra-Processed People
— Chris van Tulleken

If it was engineered to be irresistible, resisting it is not a character test.

📖 Read what is actually in it.

Whole food is boring and it works.

Convenience is priced somewhere.

Blame the design before you blame yourself.

**You are not failing at willpower. You are competing with a laboratory.**

🔥

Call or text 778-863-0019.

#Day204 #Health #Nutrition","DAY 204
Ultra-Processed People
— Chris van Tulleken

If it was engineered to be irresistible, resisting it is not a character test.

 Read what is actually in it.

Whole food is boring and it works.

Convenience is priced somewhere.

Blame the design before you blame yourself.

— *You are not failing at willpower. You are competing with a laboratory.**

Call or text 778-863-0019."
re-en-day-58,2027-03-22,10:00,ramonhouses,RE Single EN,Day 58,image,"ig,fb,li",re-en/re-en-day-58.jpg,"Bring your own representation

The listing agent is not neutral

• Their duty runs to the seller, and that is correct.
• They cannot advise you and represent them.
• Ask who they act for before you volunteer anything.
• Being represented costs you nothing.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #ramonhouses","Bring your own representation

The listing agent is not neutral

• Their duty runs to the seller, and that is correct.
• They cannot advise you and represent them.
• Ask who they act for before you volunteer anything.
• Being represented costs you nothing.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","Bring your own representation

The listing agent is not neutral

— Their duty runs to the seller, and that is correct.
— They cannot advise you and represent them.
— Ask who they act for before you volunteer anything.
— Being represented costs you nothing.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-204,2027-03-22,14:00,growthwealth,Round 2b,Day 204,image,"ig,fb,li",r2b/r2b-day-204.jpg,"🔥 DAY 204
Tribe of Mentors
— Timothy Ferriss

Ask people what changed their thinking, not what they achieved.

📖 The book, the conversation, the failure. That is the useful part.

Borrow the inputs, not the outputs.

Everyone points to a small number of turning points.

Change what goes in and the results follow.

🔥

#Day204 #Learning #Mentorship #Reading #Growth #Wisdom #Curiosity","🔥 DAY 204
Tribe of Mentors
— Timothy Ferriss

Ask people what changed their thinking, not what they achieved.

📖 The book, the conversation, the failure. That is the useful part.

Borrow the inputs, not the outputs.

Everyone points to a small number of turning points.

Change what goes in and the results follow.

🔥

Call or text 778-863-0019.

#Day204 #Learning #Mentorship","DAY 204
Tribe of Mentors
— Timothy Ferriss

Ask people what changed their thinking, not what they achieved.

 The book, the conversation, the failure. That is the useful part.

Borrow the inputs, not the outputs.

Everyone points to a small number of turning points.

Change what goes in and the results follow.

Call or text 778-863-0019."
r2-day-205,2027-03-23,01:00,growthwealth,Round 2,Day 205,image,"ig,fb,li",r2/r2-day-205.jpg,"🔥 DAY 205
The 4-Hour Workweek
— Timothy Ferriss

If someone else can do it at eighty percent, it is not your job.

📖 Write the instruction once, use it forever.

Perfectionism is expensive delegation avoidance.

Buy back hours before you buy anything else.

Your time has a rate whether you charge it or not.

**Doing it yourself is only cheaper if your time is worthless.**

🔥

#Day205 #Delegation #Leverage #Productivity #Business #Systems #Freedom","🔥 DAY 205
The 4-Hour Workweek
— Timothy Ferriss

If someone else can do it at eighty percent, it is not your job.

📖 Write the instruction once, use it forever.

Perfectionism is expensive delegation avoidance.

Buy back hours before you buy anything else.

Your time has a rate whether you charge it or not.

**Doing it yourself is only cheaper if your time is worthless.**

🔥

Call or text 778-863-0019.

#Day205 #Delegation #Leverage","DAY 205
The 4-Hour Workweek
— Timothy Ferriss

If someone else can do it at eighty percent, it is not your job.

 Write the instruction once, use it forever.

Perfectionism is expensive delegation avoidance.

Buy back hours before you buy anything else.

Your time has a rate whether you charge it or not.

— *Doing it yourself is only cheaper if your time is worthless.**

Call or text 778-863-0019."
car-en-w30a,2027-03-23,11:00,ramonhouses,Carousel EN,w30a,carousel,"ig,fb,li",car-en/w30a/01.jpg|car-en/w30a/02.png|car-en/w30a/03.png|car-en/w30a/04.png|car-en/w30a/05.png|car-en/w30a/06.png|car-en/w30a/07.png|car-en/w30a/08.png,"It is not only the rate

1. Term and amortization
2. Fixed or variable
3. The prepayment privileges
4. The penalty calculation
5. Portability
6. Who is the lender

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #RealEstateTips #ramonhouses","It is not only the rate

1. Term and amortization
2. Fixed or variable
3. The prepayment privileges
4. The penalty calculation
5. Portability
6. Who is the lender

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","It is not only the rate

1. Term and amortization
2. Fixed or variable
3. The prepayment privileges
4. The penalty calculation
5. Portability
6. Who is the lender

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-205,2027-03-23,14:00,growthwealth,Round 2b,Day 205,image,"ig,fb,li",r2b/r2b-day-205.jpg,"🔥 DAY 205
Who Moved My Cheese?
— Spencer Johnson

Change is more bearable when you stop treating it as an interruption.

📖 The adventure and the anxiety are the same event.

Curiosity about what is next beats mourning what was.

Movement itself improves the mood.

You will do this again. Get better at it.

🔥

#Day205 #Change #Adaptation #Mindset #Courage #Resilience #Growth","🔥 DAY 205
Who Moved My Cheese?
— Spencer Johnson

Change is more bearable when you stop treating it as an interruption.

📖 The adventure and the anxiety are the same event.

Curiosity about what is next beats mourning what was.

Movement itself improves the mood.

You will do this again. Get better at it.

🔥

Call or text 778-863-0019.

#Day205 #Change #Adaptation","DAY 205
Who Moved My Cheese?
— Spencer Johnson

Change is more bearable when you stop treating it as an interruption.

 The adventure and the anxiety are the same event.

Curiosity about what is next beats mourning what was.

Movement itself improves the mood.

You will do this again. Get better at it.

Call or text 778-863-0019."
r2-day-206,2027-03-24,01:00,growthwealth,Round 2,Day 206,image,"ig,fb,li",r2/r2-day-206.jpg,"🔥 DAY 206
Thinking Bigger
— Sarah Dusek

The size of the ask usually decides the size of the outcome.

📖 Raise for the plan you want, not the one you can defend.

Small asks get small answers.

Ambition is a discipline, not a personality.

Aim past what feels reasonable today.

**Nobody was ever handed more than they asked for.**

🔥

#Day206 #Ambition #Business #Growth #Courage #Vision #Entrepreneurship","🔥 DAY 206
Thinking Bigger
— Sarah Dusek

The size of the ask usually decides the size of the outcome.

📖 Raise for the plan you want, not the one you can defend.

Small asks get small answers.

Ambition is a discipline, not a personality.

Aim past what feels reasonable today.

**Nobody was ever handed more than they asked for.**

🔥

Call or text 778-863-0019.

#Day206 #Ambition #Business","DAY 206
Thinking Bigger
— Sarah Dusek

The size of the ask usually decides the size of the outcome.

 Raise for the plan you want, not the one you can defend.

Small asks get small answers.

Ambition is a discipline, not a personality.

Aim past what feels reasonable today.

— *Nobody was ever handed more than they asked for.**

Call or text 778-863-0019."
